Sgouridi Sigma - White (2110),,9.10,8.37,Sgouridis,Chardonnay,2016,750ml,13%
Dryope Estate - Rose (261),Available in three work days,9.90,8.91,Dryopi,Agiorgitiko,2017,750ml,13%
Mylonas - Malagouzia (2671),,9.20,8.28,Mylonas,Malagouzia,2018,750ml,12,5%
Douloufakis - Syrah (2282),,11.10,9.99,Douloufakis,Syrah,2014,750ml,13.5%
Psiles Korfes (514),,8.10,,Samos,Moshato Samou,2017,750ml,12%
Estate Papaioannou - Microclimate (457),,31.00,,Papaioannou,Agiorgitiko,2006,750ml,13.5%
Kikones Ippeas (2673),,20.40,18.36,Kikones,Cabernet Sauvignon,2016,750ml,14%
Kikones Syrah (2674),,26.90,24.75,Kikones,Syrah,2015,750ml,13.5%
Sigalas - Mavrotragano Mandilaria (2541),,15.00,13.68,Sigalas,Mantilaria,2017,750ml,13.7%
Sigalas - Vinsanto (481),,46.50,42.78,Sigalas,Aidani,2013,500ml,9%
Kikones Limnio (2672),,26.50,23.85,Kikones,Limnio,2016,750ml,14%
Sigalas - Aidani (2612),,30.50,27.45,Sigalas,Aidani,2014,750ml,13%
Semeli Gewurztraminer (497),,17.40,16.01,Semeli,Gewurztraminer,2018,750ml,
Le Sang de la Pierre  (3802),,28.70,26.40,Aivalis,Agiorgitiko,2017,750ml,
Biblia Chora Estate - Rose (2013),,12.00,,Vivlia Chora,Syrah,2018,750ml,13%
Sigalas - Assyrtiko Monemvasia (4129),,12.40,11.16,Sigalas,Monemvasia,2018,750ml,
Gerovassiliou - Viognier (241),,19.40,,Γεροβασιλείου (Κτήμα),Viognier,2018,750ml,13.5%
Alpha Estate - Chardonnay (1851),Available in three work days,17.00,15.64,ALPHA,Chardonnay,2017,750ml,13%
Alpha Estate - Red (Old Vinatage) (1994_2013),Available in three work days,28.90,26.59,ALPHA,Merlot,2013,750ml,14.5%
Alpha Estate - Omega (102),Available in three work days,17.70,16.28,ALPHA,Gewurztraminer,2016,500ml,14%
Gerovassiliou - Avaton (56),,21.90,,Γεροβασιλείου (Κτήμα),Limnio,2016,750ml,13%
 Domaine Claudia Papayianni Red (2542),Available in three work days,15.10,13.89,Claudia Papayianni,Merlot,2016,750ml,13,4%
Deus - Rosato semi-sparkling Gift Pack (2580),,11.20,,Cavino,Syrah,750ml,8%,
Alpha Estate - Sauvignon Blanc Fume (3210),Available in three work days,17.00,15.64,ALPHA,Sauvignon Blanc,2018,750ml,13%
Alpha Estate - ONE (101_2011),,55.20,50.78,ALPHA,Syrah,2013,750ml,14.5%
Metoxi X - White (535),,,,Tsantalis,Sauvignon Blanc,2014,750ml,12%
Alpha Estate - Red (Old Vinatage) (1994_2012),,27.70,25.48,ALPHA,Merlot,2012,750ml,14.5%
Malvasia Paros (3999),,29.80,27.42,Moraitis,Monemvasia,2011,500ml,
Alpha Estate - Red (Old Vinatage) (1994_2009),Available in three work days,39.80,36.62,ALPHA,Merlot,2009,750ml,14.5%
Perivleptos Red (2083),,6.80,6.21,Theodorakakos,Agiorgitiko,2013,750ml,12.5%
Alpha Estate - Red (Old Vinatage) (1994_2004),,67.50,62.10,ALPHA,Merlot,2004,750ml,14.5%
14-18h (238),Available in three work days,,,Gaia,Agiorgitiko,2017,750ml,13%
Avantis Estate - Lenga (106),,11.80,10.86,Avantis,Gewurztraminer,2012,750ml,13%
Paraga - Red (95),,8.60,7.74,Kir Yiannis,Merlot,2017,750ml,13%
Alpha Estate - Red (Old Vinatage) (1994_2005),Available in three work days,61.50,56.58,ALPHA,Merlot,2005,750ml,14.5%
Chateau Julia - Merlot (42),,17.50,16.10,Lazaridis Costas,Merlot,2011,750ml,15%
Avantis Estate - Rose (107),Available in three work days,7.10,6.53,Avantis,Grenache Rouge,2012,750ml,13%
Avantis Estate - Agios Chronos (109),Available in three work days,24.80,22.82,Avantis,Syrah,2012,750ml,14%
Tesseris Limnes (316),,13.60,12.51,Kir Yiannis,Chardonnay,2018,750ml,13.5%
Metoxi Chromitsa - White (530),Available in three work days,,,Tsantalis,Chardonnay,2018,750ml,12%
Diaporos (319),Available in three work days,34.70,31.92,Kir Yiannis,Syrah,2016,750ml,14.5%
Deus - Rosato semi-sparkling (2580_bottle),Available in three work days,11.20,,Cavino,Syrah,750ml,8%,
Ampelou Idea White (2920),,7.30,6.72,Barafakas Estate,Malagouzia,2017,750ml,
Tomi Mantineia (2982),Available in three work days,9.20,8.46,Troupis Estate,Moshofilero,2017,750ml,
Mple Alepou Magnum (M2465_2012),,91.80,,Kir Yiannis,Merlot,1500,14.5%,
Avantis Estate - Lenga (4198),,11.80,10.86,Avantis,Gewurztraminer,2012,750ml,13%
Chrysogerakas (3273),Available in three work days,29.80,27.42,Kir Yiannis,Gewurztraminer,2013,500ml,
Thousand Years White (3171),Available in three work days,10.70,9.84,Barafakas Estate,Chardonnay,2015,750ml,
Idisma Drios - Syrah (2208),,15.00,13.80,Techni Oinou,Syrah,2011,750ml,14%
Propodes (3915),Available in three work days,17.20,15.82,Zafeirakis,Chardonnay,2016,750ml,
Apocalypsis Barafakas (3914),Available in three work days,13.30,12.24,Barafakas Estate,Agiorgitiko,2013,750ml,
Idisma Drios - Chardonnay (2038),,15.00,13.80,Techni Oinou,Chardonnay,2016,750ml,14%
Avantis Estate - White (2416),,7.10,6.39,Avantis,Viognier,2012,750ml,12.5%
Moschofilero Skoura (1829),Available in three work days,9.30,8.56,Skouras,Moshofilero,2018,750ml,12%
Lyrarakis - Mandilari Rose (2201),,5.60,5.04,Lyrarakis,Mantilaria,2017,750ml,13%
Fleva (2290),,18.00,16.56,Skouras,Syrah,2017,750ml,14.5%
Emphasis - Tempranillo (2434),Available in three work days,20.50,18.86,Pavlidis,Tempranillo,2015,750ml,14%
Lyrarakis - Cabernet & Merlot (2205),Available in three work days,25.10,23.09,Lyrarakis,Cabernet Sauvignon,2012,750ml,13%
Emphasis - Syrah Magnum (M2435),Available in three work days,45.30,,Pavlidis,Syrah,1500,15%,
Flogero (302),,16.30,14.70,Katogi,Merlot,2010,750ml,13.5%
Viognier Cuvee Larsinos (113),Available in three work days,13.10,12.05,Skouras,Viognier,2017,750ml,13.5%
Estate Papaioannou - Old vines (456),Available in three work days,17.30,15.57,Papaioannou,Agiorgitiko,2010,750ml,13.5%
Nemea Aivali (133),,13.20,12.15,Aivalis,Agiorgitiko,2017,750ml,14%
Nostos Alexandra's (385),Available in three work days,15.20,13.98,Manoussakis,Grenache Rouge,2015,750ml,14%
Strofilia Red (312),Available in three work days,7.50,6.71,Στροφιλιά,Syrah,2017,750ml,13%
Nostos Syrah (386),Available in three work days,20.20,18.58,Manoussakis,Syrah,2015,750ml,14.5%
Armyra Skoura (3136),Available in three work days,11.80,10.86,Skouras,Chardonnay,2017,750ml,
Hatzidakis - Mavrotragano (1837),Available in three work days,36.80,33.86,Chatzidakis,Mantilaria,2016,750ml,14%
Rossiu di Munte - Syrah & Traminer (2486),,18.80,17.25,Katogi,Syrah,2009,750ml,13%
Efhes... Eratines - White (2043),Available in three work days,12.00,11.04,Pieria Eratini,Chardonnay,2018,750ml,13%
Theopetra Estate - Rose (2586),,12.00,11.04,Theopetra,Syrah,2018,750ml,13.5%
Lyrarakis - Daphne "Psarades" (2194),Available in three work days,9.90,8.91,Lyrarakis,Dafni,2009,750ml,12.5%
Atlantis - Red (2010),,13.00,11.70,Argyros,Mantilaria,2017,750ml,12.8%
Armyra Skoura Magnum (M3136),Available in three work days,26.00,,Skouras,Chardonnay,2017,750ml,
Gerovassiliou - Evangelo (M244),Available in three work days,62.00,,Γεροβασιλείου (Κτήμα),Syrah,1500,14%,
Fleva Magnum (M2290),Available in three work days,38.40,,Skouras,Syrah,1500,14.5%,
Vineyard Papaioannou - Rose Agiorgitiko (452),Available in three work days,6.70,6.16,Papaioannou,Agiorgitiko,2018,750ml,12%
Gerovassiliou - Sauvignon Blanc Fume (240),Available in three work days,17.60,,Γεροβασιλείου (Κτήμα),Sauvignon Blanc,2018,750ml,14,5%
Παπαγιαννάκος - Αγιωργίτικο - Cabernet (3204),Available in three work days,8.60,7.91,Papagiannakos,Cabernet Sauvignon,2016,750ml,
Melias (3169),,19.20,17.66,Papagiannakos,Malagouzia,2015,13%,
Mova (2867),Available in three work days,13.60,,Kokalis,Cabernet Sauvignon,2015,750ml,14%
Instinct White (2894),Available in three work days,14.60,,Silva-Daskalaki,Chardonnay,2017,750ml,
Domaine Tselepos - Dilofos (2466),Available in three work days,15.10,13.59,Tselepos,Cabernet Sauvignon,2015,750ml,13%
Dryope Estate - Nemea (262),,10.70,9.63,Dryopi,Agiorgitiko,2016,750ml,13%
Amalia Brut (549),Available in three work days,16.30,15.00,Tselepos,Moshofilero,750ml,12%,
Tselepos - Blanc de Gris  (2896),Available in three work days,12.00,11.04,Tselepos,Moshofilero,2018,750ml,13.5%
Don Giovanni (3822),Available in three work days,18.20,16.74,Papargyriou (Estate),Nebbiolo,2016,750ml,
Gerovassiliou - Malagouzia (2283),,13.60,,Γεροβασιλείου (Κτήμα),Malagouzia,2018,750ml,12.5%
Avlotopi (548),Available in three work days,23.80,21.90,Tselepos,Cabernet Sauvignon,2015,750ml,14%
Mavros eis ton kivo (1763),Available in three work days,13.80,12.70,Zacharias,Merlot,2016,750ml,13%
Thea Mantinia (3780),,13.00,11.96,Semeli,Moshofilero,2017,750ml,
Alypius Oenos (2317),,10.10,,Anastasia Fragou,Merlot,2014,750ml,13.5%
Le Roi des Montagnes Cuvee (3781),Available in three work days,22.40,20.61,Papargyriou (Estate),Cabernet Sauvignon,2016,750ml,
Agiorgitiko Abaton Gold (4146),Available in three work days,15.30,,Tsantalis,Athiri,750ml,,
Biblia Chora Estate - Naturally Sweet 375ml (2014),,9.30,,Vivlia Chora,Gewurztraminer,375ml,13.5%,
Vinsanto 20 years Barrel Aged 1990 vintage  (175),,80.60,,Argyros,Aidani,1989,500ml,13.5%
Domaine Katsaros - Chardonnay (295),Available in three work days,17.40,,Katsaros,Chardonnay,2017,750ml,13.5%
Spyropoulos Estate - Syrah (506),Available in three work days,15.70,,Spiropoulos,Syrah,2007,13%,
La Tour Melas (2552_2012),,56.00,,Kyros Melas,Cabernet Franc,2015,750ml,14.5%
Biblia Chora Estate - Naturally Sweet 375ml (4148),,24.80,,Vivlia Chora,Traminer,2016,500ml,13%
Estate Karydas Collectible (2041),Available in three work days,21.30,,Karydas,Cabernet Sauvignon,2014,750ml,14%
Gimnos Vasilias (2042),Available in three work days,31.20,,Pieria Eratini,Syrah,2016,750ml,15%
Orino Red (2449),,6.30,,Spiropoulos,Syrah,2017,750ml,13%
Samos Vin Doux (516),,6.60,,Samos,Moshato Samou,2017,750ml,15%
Plagios - White (2477),Available in three work days,17.60,,Vivlia Chora,Chardonnay,2017,750ml,12%
Tetramythos White (3164),Available in three work days,9.20,7.54,Τetramythos,Roditis,2018,750ml,
Vineyard Papaioannou - Aristocracy (447),Available in three work days,11.70,,Papaioannou,Sauvignon Blanc,2017,750ml,14%
